ID	author_ids	author_names_en	author_names_ur	category_ids	category_names_en	category_names_ur	epub_fn	title_en	title_ur	published_year	volume	isbn
2883	3111	J. S. Mill	جے ایس مِل	19	Political Science	سیاست	d96f05e3-36bf-4aa6-86be-25168ca8ac87.epub	Azadi	آزادی	1998		9225112986334
2884	3112	Charles Dickens	چارلس ڈیکنس	2	Fiction	افسانوی ادب	437b86e5-33db-4838-bbbe-796ded85a44e.epub	David CopperField	ڈیوڈ کاپرفیلڈ	2012	2	2497780529450
2885	3113	Gholam Husain Shorish	غلام حسین شورش	13	Biography	حیات و خدمات	88198609-6425-42f3-8a93-56ed8591f53d.epub	Tazkera-e-Shorish	تذکرۂ شورش	2015		1871982081293
2894	3123	ABUL HASAN MANSOOR AHMAD	ابو الحسن منصور احمد	2	Fiction	افسانوی ادب	7368f89a-7d35-4f22-ba17-705385b3b011.epub	Alf Laila wa Laila	الف لیلہ و لیلہ		3	8098022044375
2896	3125	ABUL HASAN MANSOOR AHMAD	ابو الحسن منصور احمد	2	Fiction	افسانوی ادب	2df26770-ad01-4c64-9138-9397aaf1bf04.epub	Alf Laila wa Laila	الف لیلہ و لیلہ 		2	0637667664049
2897	3126	ABUL HASAN MANSOOR AHMAD	ابو الحسن منصور احمد	2	Fiction	افسانوی ادب	089995a6-4a0e-40e7-98cc-d8e037ed2361.epub	Alf Laila wa Laila	الف لیلہ و لیلہ 		1	4624103983283
2900	3130	ABUL HASAN MANSOOR AHMAD	ابو الحسن منصور احمد	2	Fiction	افسانوی ادب	77609e07-b858-4cd6-9196-0d1f8a8fcc3d.epub	Alf Laila wa Laila	الف لیلہ و لیلہ		4	6870561253919
2901	3131	ABUL HASAN MANSOOR AHMAD	ابو الحسن منصور احمد	2	Fiction	افسانوی ادب	6a1c7b28-99ad-4e52-b092-7c84f9346de1.epub	Alf Laila wa Laila	الف لیلہ و لیلہ		5	8015176276695
2902	3133	Syed Ahmad Esar	سید احمد ایثار	1	Poetry	شاعری	578e7718-f07f-4e72-8bc7-1f991bcd9ac4.epub	Masnavi Maulana Room	مثنوی مولانا روم		1	1365533084471
2903	3134	Syed Ahmad Esar	سید احمد ایثار	1	Poetry	شاعری	55df7f6e-7f87-4e98-98ed-be4ce9f96dcf.epub	Masnavi Maulana Room	مثنوی مولانا روم		2	6429272927456
2908	3140	Mohammed Sajjad	 محمد سجاد	16	History	تاریخ	76834bad-2581-4694-93d6-f5ef514a6a08.epub	Nauabadiyat aur Alehdgi Pasandi Ki Muzahmat	نو آبادیات اور علیحدگی پسندی کی مزاحمت			6040018627003
2909	3142	Azra Abidi	عذرا عابدی	15	Sociology and Religion	سماجیات اور مذہب	56ca7212-7135-4d19-bb02-49225ebe8fa4.epub	Hindustan Mein Tanisiyat	ہندوستان میں تانیثیت			4354223648567
2910	3144	Syed Aleem Ashraf Jaisi	سید علیم اشرف جائسی	10	Research and Criticism	تحقیق و تنقید	bb965b5d-e968-4803-9beb-bd8ca4e37ebb.epub	Urdu Zaban Wa Adab Per Arabi Ke Asarat	اردو زبان و ادب پر عربی کے اثرات			2226379073674
2911	3146	Shaikh Aquil Ahmad	شیخ عقیل احمد	10	Research and Criticism	تحقیق و تنقید	d6dc15ac-2436-41d8-b829-ad30bf7c9f84.epub	Tafhimaat-O- Tarjihaat	تفہیمات و ترجیحات			5875447906690
2912	3147	ABUL HASAN MANSOOR AHMAD	ابو الحسن منصور احمد	2	Fiction	افسانوی ادب	74658159-1fcd-453f-83e8-a051888325bd.epub	Alf Laila wa Laila	الف لیلہ و لیلہ		6	0038192104679
2915	3151	ABUL HASAN MANSOOR AHMAD	ابو الحسن منصور احمد	2	Fiction	افسانوی ادب	3982079f-590f-41db-a78f-0fbec203477b.epub	Afl Laila wa Laila	الف لیلہ و لیلہ		7	7328617934798
2917	3154	Mohsin Usmani Nadvi	محسن عثمانی ندوی	10	Research and Criticism	تحقیق و تنقید	b65ad588-f0b3-4d39-8c5a-979677712211.epub	Mashahir-e-Adbiyat Mashriqui	مشاہیر ادبیات مشرقی			3395617049085
2921	3158	NCPUL	قرمی کونسل برائے فروغ اردو زبان	27	Encyclopedia And Dictionary	 انسائیکلوپیڈیا و لغات	1c6ca42d-d3d0-48b8-b103-9390e3ab0e5e.epub	Jame Urdu Encylopedia, Tareekh	جامع اردو انسائیکلو پیڈیا، تاریخ		2	2795627802732
2922	3160	Brij Mohan Dattatreya Kaifi	برج موہن دتاتریہ کیفی	10	Research and Criticism	تحقیق و تنقید	85e0662f-8b1c-4970-a5b3-0ec168b075b8.epub	Kafiyah	کیفیہ			7012008890445
2923	3161	NCPUL	قرمی کونسل برائے فروغ اردو زبان	27	Encyclopedia And Dictionary	 انسائیکلوپیڈیا و لغات	c5aa20e2-c723-4e76-804d-a409a02f412c.epub	Jame Urdu Encyclopedia, Adbiyat	جامع اردو انسائیکلو پیڈیا،ادبیات		1	9418905058796
2925	3164	Devendra Issar	دیویندر اسر 	14	Journalism	صحافت	5d9ca304-addf-4942-b4a1-4b73851c5db9.epub	Awami Zara-e- Iblgah, Taseer Aur Tameer-o-Tarraqi	عوامی ذرائع ابلاغ، ترسیل اور تعمیر و ترقی			6739544961504
2928	3169	Mohan Rao Bhagwat	موہن راؤ بھاگوت	19	Political Science	سیاست	ca708e91-02aa-49ea-b91e-70dd1cdef521.epub	Mustaqbil ka Bharat	مستقبل کا بھارت	2021		4569171251882
2933	3178	Hakim Fakhre Alam	حکیم فخرعالم	20	Medicine and Therapies	طب ومعالجات	c03a4359-fb55-4b81-9ab0-3f4ef09b9b4b.epub	Tibbi Akhlaqiyat	طبی اخلاقیات			4364945288087
2935	3182	Syed Zaheer	سید  ظہیر	1	Poetry	شاعری	495ba242-cf40-46ca-8a7a-57562f501a3b.epub	Kulliya-e-Kawish Badri	کلیات کاوش بدری			4379854964179
2936	3183	Firoz Bakht Ahmad	فیروز بخت احمد	2	Fiction	افسانوی ادب	b418dca5-d097-4385-ba88-10f90ad9b5ec.epub	Duniya ki Behtareen Kahaniyan	دنیا کی بہترین کہانیاں			6243540025600
2938	3185	Jameel Akhtar	جمیل اختر	2	Fiction	افسانوی ادب	0c1ba729-2e6b-4e1e-b147-f23cf4f1d66c.epub	Aina-e-Jahan- ‎Vol-2	آئینہ جہاں، جلد دوم  		Vol. 2	9022491334686
2939	3187	Saeed Ahmed sandilvi	سعید احمد سندیلوی	17	Education and Teaching	تعلیم و تدریس	52455536-2a5f-453f-a59e-e6f0f3eb6ac2.epub	Misali Talib-e-Ilm Kaisay Banien	 مثالی طالب علم کیسے بنیں			6146264630948
2940	3189	Misbah Ahmed Siddiqi	مصباح احمد صدیقی	13	Biography	حیات و خدمات	8e29daaa-68ca-4005-80d1-99ff3d45d279.epub	Tazkira-e-Shora-e- Rampur	تذکرہ شعرائے رامپور			8386499645038
2941	3191	Zafar Mahmood	ظفر محمود	13	Biography	حیات و خدمات	cebb04e1-c534-47de-a489-0d055a464855.epub	Josh Malihabadi	جوش ملیح آبادی			0472907356069
2942	3193	Sultan Mohd Dara Shikoh	سلطان محمد دارا شکوہ	21	Philosophy	فلسفہ	3f5830ca-c87e-4c99-80c8-95c4af9c2533.epub	Resala-e-Haq Numaq	رسالہ حق نما			8391494930567
2944	3196	Mirza Zafar Hussain	مرزا جعفر حسین	16	History	تاریخ	0d94aa0e-9e5b-448b-88cd-37f5456a1eb1.epub	Qadeem Lucknow ki Akhri Bahar	قدیم لکھنو کی آخری بہار			3871927766714
2945	3197	Khwaja Abdul Muntaqim	خواجہ عبد المنتقم	23	Laws	قانون	a6ca6d0c-8ac9-4436-b57e-cfd544428060.epub	Insani Haquq	انسانی حقوق			5051250275368
2946	3199	Mohd Hasan	محمد حسن	2	Fiction	افسانوی ادب	0713d1ae-8aca-40ae-ba50-493e5c97dff4.epub	Daman-e- Maryam	دامان مریم			6225877763988
2947	3201	Alif Nazim	الف ناظم	13	Biography	حیات و خدمات	51ce6d9e-9a41-4db6-8396-c09fc710a967.epub	Pandit Badri Nath Sudarshan	پنڈت بدری ناتھ سدرشن			7775373223876
2948	3202	Haneef Kaifi	حنیف کیفی  	10	Research and Criticism	تحقیق و تنقید	2266a290-6eb4-4f30-9a06-f2d93a7dafc9.epub	Urdu Me Nazme-Muarra Aur Azad Nazm	اردو میں نظم معرا اور آزاد نظم			1361246375061
2949	3204	Ahmed Jawed	احمد جاوید	14	Journalism	صحافت	1f6924f0-ffbe-4973-8d95-8938747c0949.epub	Mabadiyat-e- Sahafat wa Idarat	مبادیات صحافت و ادارت			8370184126083
2950	3206	Hifzur Rahman	حفظ الرحمن	17	Education and Teaching	تعلیم و تدریس	91a9cfba-c2ef-48ef-b0f5-cf6f7b4c6c58.epub	Hindustan Main Mazoor Bachon Ka Nizam-e-Talim	ہندوستان میں معذور بچوں کا نظام تعلیم			5711293507004
2951	3208	Narendra Nath La	نریندرناتھ لا	16	History	تاریخ	6b67b8de-4116-4ee3-80db-7877cf2b242c.epub	Muslim Hukumat ke Dauran Hindustan mein Ilm ka Farogh	مسلم حکومت کے دوران ہندوستان میں علم کا فروغ			0167147797457
2956	3215	Zafar Kamali	ظفر کمالی	28	Children Literature	 بچوں کا ادب	d88d39dc-1ae9-48db-8fbf-bc8fd30d972a.epub	Bachchon Ka Bagh	بچوں کا باغ			3268614910731
2958	3218	K. S. Lal	کے ایس لال	16	History	تاریخ	0b41913b-2d16-4893-ad01-9836db715908.epub	Khilji Khandan	خلجی خاندان	2022		1646584845331
2962	3224	Shahzada Mohammad Dara Shakoh Translated by Prof Azarmi Dukht Safavi	شہزادہ محمد دارا شکوہ	15	Sociology and Religion	سماجیات اور مذہب	a827f315-a321-469c-aa8d-5895c49498d6.epub	Sirr-e-Akbar	سراکبر 	2022		4638783731242
536	757	Dr. Syed Naimuddin	ڈاکٹر سید نعیم الدین	3	Non-Fiction	غیر افسانوی ادب	5e7def0a-a009-4615-9a13-9fdddf2a6d74.epub	Insha Ka Turki Roznamcha	انشاء کا ترکی روزنامچہ	2006		1451177154370
537	758	Hasrat Mohani	حسرت موہانی	1	Poetry	شاعری	530f7045-951f-4294-be82-2bb56f9b2173.epub	Intekhab-e-Sukhan	انتخاب سخن	2016	1	7590711488654
543	764	Prem Nath Dar	پریم ناتھ ڈار	3	Non-Fiction	غیر افسانوی ادب	d2bacc51-88c5-41fb-9bb6-e11e1db0b169.epub	Kaghaz Ka Vasudev	کاغذ کا واسودیو	201ٓ4		2293132045404
573	795	Ataur Rahman Qasmi	عطاء الرحمن قاسمی	1	Poetry	شاعری	8682f2d6-5e4b-4f71-9c53-a76574d0dc21.epub	Kulliyat-e-Majidi	کلیات ماجدی	2017	4	2077572869140
591	813	Farooq Azam Qasmi	فاروق اعظم قاسمی	3	Non-Fiction	غیر افسانوی ادب	2f6ce504-34df-490d-a00f-714618e6f696.epub	Manto ke Nadir Khatoot	منٹو کے نادر خطوط	2016		0924403754282
593	815	Deputy Nazeer Ahmed	ڈپٹی نذیر احمد	3	Non-Fiction	غیر افسانوی ادب	46be25fe-6ea6-4089-831a-dd5d64f9518d.epub	Maueza-e-Hasanah	موعظۂ حسنہ	2016		6734720733928
594	816	Dr. Aftab Ahmad Afaqui	ڈاکٹر آفتاب احمد آفاقی	3	Non-Fiction	غیر افسانوی ادب	d9b43d62-d012-4917-8482-c730629e9c80.epub	Mazameen-e-Chakbast	مضامینِ چکبست	2016		3610285775987
599	821	Dr. Mohammad Kazim	ڈاکٹر محمد کاظم	2	Fiction	افسانوی ادب	6be9184c-aa9e-4d30-b82d-520c7b974483.epub	Mohammad Mujib Ke Dramay	محمد مجیب کے ڈرامے	2015		0736377146407
601	823	Prof. Khwaja Md. Ekramuddin	پروفیسر خواجہ محمد اکرام الدین	3	Non-Fiction	غیر افسانوی ادب	ccbd96f5-c69f-43e0-ae33-9b225eb4925e.epub	Mulaqatein	ملاقاتیں	2015		0926877356999
607	829	Dr. Sheikh Mohammad Abdullah	ڈاکٹر شیخ محمد عبداللہ	3	Non-Fiction	غیر افسانوی ادب	5244523e-2f56-468e-8e88-8275bbf52403.epub	Mushahidaat wa Taassuraat	مشاہدات و تأثرات	2015		7544751398556
633	855	Dr. Sumatheendra Nadig	ڈاکٹر سمتیندرا ناڈگ	1	Poetry	شاعری	c2de964f-9442-4080-a727-1cfd7c5093f5.epub	Sirf Tumhare Liye	صرف تمہارے لئے	2017		4413326206024
682	904	Moeed Rasheedi	معید رشیدی	1	Poetry	شاعری	a447f1c4-dd15-4a6d-8efb-68ed1b303a19.epub	Momin Khan Momin	مومن خاں مومن			4977044126713
